,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,type,length_times_diameter,sex_I,sex_M
0,0.11270712027566165,0.14193831049073305,0.2994095606577145,-0.24359967799366689,-0.44210243570725,-0.23142578248335444,0.0314955453369506,2,0.2247,0,1
1,-0.09435452959726871,-0.25973396279318595,-0.5934434327943708,-0.6195076159123667,-0.6340296910563153,-0.59203778021803,-0.5001427454503018,0,0.1938,1,0
2,-2.786155977945361,-2.770185670817681,-2.3791494196985425,-1.6134163756811029,-1.5507645813118507,-1.559756052619944,-1.6244858874530725,0,0.024050000000000002,1,0
3,0.23694411019941986,0.4431925154536727,0.8096112712017639,-0.017850617450099825,-0.17340427821855858,-0.1949081118266784,-0.11219047920014462,2,0.24750000000000003,0,1
4,0.11270712027566165,0.0917292763302431,0.2994095606577145,-0.4948859625806238,0.01852297713050663,-0.39575530043839635,-0.07626897306587077,0,0.222025,1,0
5,1.4793140094370003,1.6984183694659196,1.7024642646538488,1.94953712285266,1.1271851227351073,2.452623010782332,2.17241731093967,2,0.40249999999999997,0,0
6,-1.0054257890381615,-1.0128694752005345,-1.3587459986104442,-1.0658982921908227,-1.117234780993962,-0.9846027397772971,-0.9743066264227164,1,0.122,0,1
7,0.816716729843624,0.7444467204166119,0.6820608435657516,0.3958524120528168,0.7997798047867017,2.356764125308558,0.6349768483927509,1,0.2976,0,0
8,1.1066030396657265,1.0959099595400414,1.5749138370178373,1.1323459534641829,0.3956035846986698,1.4529517765558266,1.8275708520506415,2,0.33732500000000004,0,1
9,0.6096550799706936,0.6942376862561219,0.6820608435657516,0.6726759206831635,0.40011952011864826,0.32546869503095466,0.96545470482807,1,0.28262499999999996,0,0
10,0.07129479030107558,0.14193831049073305,-0.08324172225032184,-0.28956668127176866,-0.44661837112722796,-0.33641408562129804,-0.18403349146869233,1,0.2226,0,0
11,-1.0054257890381615,-1.1634965776820043,-0.5934434327943708,-1.1016504058515684,-1.1014290070240391,-1.103285169411494,-1.1539141570940856,1,0.11599999999999999,0,1
12,-0.4256531693939573,-0.3099429969536759,-0.33834257752234653,-0.5255306314326917,-0.46694008051712904,-0.37749646511005935,-0.39956252827433525,1,0.17625,0,0
13,-1.2124874389110918,-1.0630785093610244,-0.9760947157024076,-1.169068677326118,-1.135298522673874,-1.194579346053184,-1.0964397472792475,2,0.11249999999999999,0,1
14,1.0237783797165543,0.9954918912190616,0.6820608435657516,0.9975094105150835,0.35270219820887916,0.7636807429110669,2.043099888856285,1,0.325725,0,1
15,-0.011529869648096566,-0.15931589447220607,0.04430870538569051,-0.1761814065191174,-0.5143574024268982,-0.3135905414608755,0.175181569874046,2,0.2028,1,0
16,0.6510674099452797,0.5938196179351425,0.2994095606577145,0.5797204251652245,0.8584869652464159,0.7636807429110669,0.1033385576054983,0,0.279,0,0
17,-1.1710751089365057,-1.1634965776820043,-0.9760947157024076,-1.1884769675990943,-1.117234780993962,-1.2676146873665362,-1.1036240485061029,0,0.11019999999999999,1,0
18,-0.7569518091906454,-0.7618243043980849,-0.9760947157024076,-0.755365647823201,-0.457908209677173,-0.875049727807269,-0.9958595301032814,0,0.1419,1,0
